"Name","Disc. Date","Host Name","z","dL (Mpc)","Type"
"SN2019nju","2019/08/01","","0.02","90","Ia"
"SN2019spa","2019/10/16","","0.02","90","Ia"
"SN2019tkb","2019/10/26","","0.02","90","Ia"
"SN2019vbe","2019/11/17","2MFGC 14351","0.02","90","Ia"
"SN2020qdl","2020/07/23","","0.02","90","Ia"
"SN2021dch","2021/02/16","","0.02","90","Ia"
"SN2021emc","2021/03/04","","0.02","90","Ia"
"SN2021ixi","2021/04/10","","0.02","90","Ia-91T"
"SN2021jj","2021/01/05","","0.02","90","Ia"
"SN2021ubz","2021/07/25","","0.02","90","Ia-91T"
"SN2021wjn","2021/08/18","LEDA 981195","0.02","90","Ia"
"SN2021yam","2021/09/02","","0.02","90","Ia"
"iPTF14ibp","2014/12/01","","0.02,0.09","90","Ia"
"SN2021wjb","2021/08/18","IC 4931","0.02004","90.045","Ia"
"AT2018gqh","2018/08/01","UGC 12039","0.020057","90.1227","Ia"
"SN2019fmm","2019/04/26","UGC 12039","0.020057","90.1227","Ia"
"SN2021ujx","2021/07/30","NGC 6816","0.020084","90.2459","Ia"
"SN2007qe","2007/11/13","NSF J235412.09+272432.3","0.0201,0.0203,0.0239","90.32","Ia"
"SN2011fk","2011/08/29","UGC 549","0.0201","90.32","Ia"
"SN2017cxy","2017/04/08","ESO 280-G13","0.020104","90.3371","Ia"
"SN2016coa","2016/05/26","","0.02012","90.41","Ia"
"ASASSN-16fn","2016/05/26","Unknown","0.02012","90.41","Ia"
"SN2019shb","2019/10/08","MCG -01-24-08","0.020127","90.442","Ia"
"SN2021gtc","2021/03/17","UGC 2981","0.020141","90.5058","Ia"
"SN2016acx","2016/02/06","2MASX J12592491+2744198","0.020221","90.8708","Ia"
"SN2006ej","2006/08/23","NGC 191","0.019333,0.020452","91","Ia"
"SN2000bh","2000/04/05","ESO 573-G14","0.02281","91","Ia"
"SN2000cv","2000/07/11","CGCG 292-085","0.02025,0.02026,0.02","91.003","Ia"
"PS15aoq","2015/05/19","UGC 10156","0.020254","91.0213","Ia"
"SN2016ajf","2016/02/18","NGC 1278","0.0203","91.23","Ia"
"SN2010af","2010/03/04","NGC 3172","0.0203","91.23","Ia"
"SN2011eb","2011/07/09","NGC 782","0.0203","91.23","Ia"
"SN2013fe","2013/08/13","A030353-3924","0.0203","91.23","Ia"
"SN2020vf","2020/01/13","","0.020316","91.3041","Ia"
"ASASSN-15lg","2015/06/15","CGCG 044-042","0.020317","91.3087","Ia"
"ASASSN-15uv","2015/12/31","2MASX J08270817+2748382","0.02033","91.368","Ia"
"SN2017gla","2017/09/01","NGC 3172","0.020334","91.3863","Ia"
"SN2018btr","2018/05/18","KUG 1418+139","0.020339,0.031275","91.4091","II"
"SN2017foy","2017/07/21","ESO 340-G7","0.020347","91.4456","Ia"
"SN2014aj","2014/03/24","UGC 3252","0.020397","91.6737","Ia"
"SN2016aew","2016/02/12","IC 0986","0.0204","91.69",".Ia"
"SN2011bc","2011/04/01","NGC 4076","0.0204","91.69","Ia"
"SN2017yh","2017/01/30","IC 1269","0.020401","91.692","Ia"
"SN2000ey","2000/11/11","IC 1481","0.02041","91.733","Ia"
"SN2016ahb","2016/02/16","MCG -03-35-04","0.020457","91.9475","Ia"
"SN2006ac","2006/02/09","NGC 4619","0.023106","92","Ia"
"SN2002bi","2002/02/25","UGC 8527","0.0233","92","Ia"
"ASASSN-14my","2014/12/29","NGC 3774","0.020514","92.2076","Ia"
"SN2021koq","2021/04/28","UGC 11177","0.020538","92.3171","Ia"
"SN2003af","2003/02/03","KUG 1107+236","0.02054","92.326","Ia"
"SN2017gfj","2017/08/19","UGC 11950","0.020541","92.3308","Ia"
"SN2016ggb","2016/09/02","ESO 197-G10","0.020588","92.5453","Ia"
"ASASSN-16km","2016/09/12","ESO 197-G010","0.020588","92.5453","Ia"
"SN2021qzm","2021/06/25","","0.02059","92.554","Ia"
"SN2018ddi","2018/07/02","SDSS J033935.15-061929.9","0.0206","92.6","Ia"
"SN2014cd","2014/08/09","NGC 1578","0.020608","92.6366","Ia"
"SN2001br","2001/05/13","UGC 11260","0.020628","92.7279","Ia"
"SN2017hvt","2017/11/06","ESO 197-G9","0.020661","92.8785","Ia"
"SN2013G","2013/01/05","NGC 3947","0.020671","92.9242","Ia"
"SN2000cn","2000/06/02","UGC 11064","0.02349,0.02349","93","Ia"
"SN2009L","2009/01/13","NGC 4854","0.0279","93","Ia"
"SN2001dl","2001/07/30","UGC 11725","0.020694","93.0291","Ia"
"SN2010A","2010/01/04","UGC 2019","0.020698","93.0474","Ia"
"SN2016ins","2016/11/26","IC 493","0.020708","93.0931","Ia"
"SN2007M","2007/01/14","NGC 4076","0.02073","93.193","Ia"
"SNF20080720-001","2008/07/20","","0.02075","93.285","Ia"
"SN2017cal","2017/03/07","NGC 6321","0.020764","93.3487","Ia"
"ASASSN-15rm","2015/10/19","2MFGC 05056","0.020768","93.367","Ia"
"SN2011gm","2011/09/21","NGC 644","0.0208","93.51","Ia"
"SN2018hjn","2018/10/14","ESO 422-G20","0.020811","93.5633","Ia"
"SN2016inu","2016/11/14","SDSS J123643.42+260647.1","0.020835","93.6728","Ia"
"SN2020aavb","2020/11/23","NGC 3697","0.020884","93.8966","Ia"
"SN2020du","2020/01/04","UGC 902","0.020888","93.9148","Ia"
"SN2021vtq","2021/08/12","ESO 540-G25","0.020888","93.9148","Ia"
"SN2011fs","2011/09/15","UGC 11975","0.0209,0.0177","93.97","Ia"
"SN2009gu","2009/06/27","ESO 68-G12","0.0209","93.97","Ia"
"SN2011is","2011/11/21","NGC 5409","0.0209","93.97","Ia"
"SN2007bc","2007/04/04","UGC 6332","0.02077,0.021851,0.02077","94","Ia"
"SN2004br","2004/05/15","NGC 4493","0.02316","94","Ia"
"SN1994M","1994/04/29","NGC 4493","0.02316","94","Ia"
"SN2002bp","2002/03/08","UGC 6332","0.02077","94","Ia-02cx"
"SN2018gvi","2018/09/24","[KG2000] J025536.24+430329.7","0.020908","94.0062","Ia"
"SN2017jeh","2017/12/26","CGCG 261-072","0.020961","94.2482","Ia"
"SN2009na","2009/12/26","UGC 5884","0.020979","94.3304","Ia"
"SN2008Z","2008/02/07","SDSS J094315.36+361709.2","0.02099,0.02099","94.381","Ia"
"SN2016eoa","2016/08/02","NGC 83","0.021","94.4","Ia"
"SN2011ay","2011/03/18","NGC 2315","0.021","94.4","Ia"
"SN2010iw","2010/10/14","UGC 4570","0.021","94.4","Ia"
"SN2016jae","2016/12/22","","0.021","94.4","Ia"
"SN2016ghq","2016/09/15","UGC 11199","0.021","94.4","Ia"
"SN2016iuc","2016/12/07","","0.021","94.4","Ia"
"SN2017eip","2017/05/25","UGC 6831","0.021","94.4","Ia"
"SN2020oij","2020/07/09","","0.021","94.4","Ia"
"ASASSN-15bm","2015/01/22","GALEXASC J150551.56-053737.2","0.021","94.4","Ia"
"SN2016ipf","2016/11/28","CGCG 031-049","0.021","94.4","Ia"
"SN2017guu","2017/09/13","","0.021","94.4","Ia"
"SN2004ee","2004/07/31","ESO 298-G7","0.021","94.4","Ia"
"SN2006rs","2006/11/11","IC 28","0.021","94.4","Ia"
"SN2010N","2010/01/12","A130905+1704","0.021,0.021","94.4","Ia"
"SN2014ea","2014/12/15","MCG +05-26-14","0.021","94.4","Ia"
"SN2014X","2014/03/01","ESO 379-G31","0.021","94.4","Ia"
"SN2018cqj","2018/06/13","","0.021","94.4","Ia"
"SN2018kxx","2018/12/22","","0.021","94.4","Ia"
"SN1971U","1971/12/16","MCG +05-26-14","0.021","94.4","Ia"
"SN2021mab","2021/05/09","NGC 3967","0.021","94.4","Ia-91bg"
"LSQ14bcj","2014/04/03","","0.021","94.4","Ia"
"SDSS-II SN 16642","","","0.021","94.4","Ia"
"SN2018kss","2018/12/22","UGC 3535","0.021008","94.4628","Ia"
"SN2014ah","2014/03/12","MCG +02-30-44","0.021026","94.545","Ia"
"SN2019kf","2019/01/08","2MFGC 08107","0.021042","94.6181","Ia"
"SN2007B","2007/01/05","NGC 7315","0.02105","94.655","Ia"
"ASASSN-15js","2015/05/21","2MFGC 08437","0.021059","94.6957","Ia"
"SN2009cz","2009/04/06","NGC 2789","0.0211","94.88","Ia"
"SN2009hp","2009/07/26","MCG +01-08-30","0.0211,0.0204,0.0211","94.88","Ia"
"SN2019bm","2019/01/02","UGC 6929","0.021101","94.8876","Ia"
"PSN J00275992+3045595","2015/08/28","UGC 276","0.02112","94.974","Ia"
"SN2006et","2006/09/03","NGC 232","0.021178,0.022172","95","Ia"
"SN2002el","2002/08/12","NGC 6986","0.02873,0.02873","95","Ia"
"SN1993H","1993/03/18","ESO 445-G66","0.02421","95","Ia"
"SN2000cw","2000/07/14","MCG +05-56-07","0.030134","95","Ia"
"SN2004fg","2004/10/31","MCG +05-56-07","0.03013","95","Ia"
"SN2007pl","2007/11/05","ESO 205-G18","0.0288","95","Ia"
"SN2009in","2009/08/25","MCG -02-59-13","0.0237","95","Ia"
"SN2020dyf","2020/03/04","","0.021158","95.1479","Ia"
"SN2016gye","2016/10/06","ARK 530","0.021171","95.2073","Ia"
"SN2016hwp","2016/11/06","2MASX J04091030+2126244","0.021191","95.2987","Ia-91T"
"SN2004bw","2004/05/26","MCG +00-38-19","0.021198","95.3306","Ia"
"SN2007st","2007/12/22","NGC 692","0.0212","95.34","Ia"
"SN2010aa","2010/02/09","NGC 692","0.0212","95.34","Ia"
"SN2021thu","2021/07/14","CGCG 466-005","0.021268","95.6504","Ia"
"SN2017hm","2017/01/09","MCG -02-30-03","0.021275","95.6824","Ia"
"SN2014Z","2014/03/06","ESO 114-G4","0.021275","95.6824","Ia"
"SN2013ag","2013/03/02","A125135+2637","0.02129","95.751","Ia-HV"
"SN1998en","1998/10/30","UGC 3645","0.0213","95.8","II"
"SN2002gc","2002/10/03","UGC 1394","0.02131","95.842","Ia"
"SN2006kf","2006/10/21","UGC 2829","0.020799,0.021301","96","Ia"
"SN1992ag","1992/06/29","ESO 508-G67","0.0262,0.0248,0.0261","96","Ia"
"SN2009nk","2009/12/29","NGC 5491","0.0196","96","Ia"
"SN1991bc","1991/10/12","UGC 2691","0.02135","96.025","Ia"
"SN2003in","2003/09/30","IC 1956","0.02135","96.025","Ia"
"SN2017dfq","2017/04/20","NGC 3506","0.021358","96.0616","Ia"
"SN2005cr","2005/06/24","A122217+1223","0.02139,0.021","96.208","Ia"
"SN2018kyi","2018/12/27","","0.0214","96.25","Ia"
"SN2016ajm","2016/02/20","","0.0214","96.25","Ia-p"
"SN2020ecn","2020/03/05","ESO 572-G35","0.021401","96.2581","Ia-91bg"
"ASASSN-14bd","2014/05/20","IC 831","0.021405","96.2764","Ia"
"SN2020thz","2020/09/15","MCG -06-07-12","0.021458","96.5186","Ia"
"SN2018gva","2018/09/25","CGCG 286-070","0.021465","96.5506","Ia"
"SN2012cy","2012/06/14","NGC 3462","0.021488","96.6557","Ia"
"SN2017iyw","2017/12/18","CGCG 331-031","0.0215","96.71","Ia"
"SN2019rg","2019/01/11","","0.0215","96.71","Ia"
"SN2009lu","2009/11/20","MCG -01-28-05","0.0215","96.71","Ia"
"SN2016jab","2016/12/23","PGC 241921","0.0215","96.71","Ia"
"SN2021cwc","2021/02/13","UGC 3502","0.021502","96.7196","Ia"
"SN2021biz","2021/01/29","NGC 4227","0.021515","96.7791","Ia"
"SN2018hmy","2018/10/21","ESO 124-G18","0.021562","96.9939","Ia"
"SN2001cp","2001/06/19","UGC 10738","0.022402","97","Ia"
"SN2001N","2001/01/21","NGC 3327","0.021025","97","Ia"
"SN2006ke","2006/10/19","UGC 3365","0.017182","97","Ia"
"SN2010jb","2010/10/30","IC 1615","0.0256","97","Ia"
"SN2010cr","2010/05/15","NGC 5177","0.02157","97.03","Ia"
"SN2009dc","2009/04/09","UGC 10064","0.02158","97.076","Ia"
"SN2020acun","2020/12/15","","0.021595","97.1447","Ia"
"SN2013da","2013/06/05","PGC 170294","0.0216","97.17","Ia"
"AT2021ryz","2021/07/04","CGCG 021-040","0.021612","97.2224","Ia"
"SN2019tfk","2019/10/24","IC 1143","0.021615","97.2361","Ia"
"SN2020duu","2020/03/02","CGCG 201-019","0.021635","97.3275","Ia"
"AT2020nej","2020/06/22","NGC 997","0.02168","97.533","Ia"
"SN2018hzg","2018/11/06","NGC 3825","0.021692","97.5881","Ia"
"SN2018gro","2018/09/20","NGC 7228","0.021748","97.8441","Ia-91bg"
"SN2017byb","2017/03/04","MCG -01-22-11","0.02175","97.853","Ia"
"SN2004bg","2004/04/07","UGC 6363","0.021035","98","Ia"
"SN2006br","2006/04/25","NGC 5185","0.02459,0.025523,0.02459,0.02554","98","Ia"
"SN2002bf","2002/02/22","CGCG 266-031","0.024197","98","Ia"
"SN1998eg","1998/10/19","UGC 12133","0.02476,0.02476","98","Ia"
"SN1992ah","1992/06/27","2MASX J17374476+1254168","0.0218","98.08","Ia"
"PTF09hqp","2009/12/31","","0.0218,0.0218","98.08","Ia"
"SN2003K","2003/01/11","IC 1129","0.02182","98.173","Ia"
"PSN J07562525+2700488","2014/03/14","UGC 4105","0.02182","98.173","Ia"
"SN2019udb","2019/11/03","","0.021835","98.2419","Ia"
"ASASSN-15be","2015/01/19","GALEXASC J025245.83-341850.6","0.0219","98.54","Ia"
"SN1999do","1999/08/20","MCG +05-54-03","0.02193","98.676","Ia"
"SN2021low","2021/05/06","UGC 6719","0.021958","98.8043","Ia"
"SN2005M","2005/01/19","NGC 2930","0.022972,0.022012","99","Ia"
"ASASSN-14bb","2014/05/19","2MASX J12141125+3839400","0.022,0.023","99","Ia"
"SN2017awz","2017/02/17","","0.022","99","Ia-91T"
"SN2009hn","2009/07/24","UGC 2005","0.022,0.022","99","Ia"
"SN2017ae","2017/01/04","","0.022","99","Ia"
"SN2019pmd","2019/08/30","","0.022","99","Ia"
"SN1989D","1989/02/03","NGC 2963","0.022","99","Ia"
"SN2018bie","2018/05/10","","0.022,0.023","99","Ia-91T"
"SN2020jol","2020/05/11","","0.022","99","Ia"
"SN2002dr","2002/06/24","UGC 12214","0.022,0.022","99","Ia"
"SN2002H","2002/01/19","MCG -02-35-11","0.022","99","Ia"
"SN1991af","1991/05/19","PGC 60308","0.022","99","Ia"
"SN1994ah","1994/10/13","ESO 356-G19","0.022","99","Ia"
"SN1997ej","1997/12/29","IC 2060","0.022","99","Ia"
"SN2004cq","2004/05/24","UGC 9882","0.022","99","Ia"
"SN2006oq","2006/11/17","A114400+1958","0.022,0.022","99","Ia"
"SN2009gg","2009/06/13","ESO 235-G35","0.024,0.022","99","Ia"
"SN2010jm","2010/11/02","A034603+1242","0.022","99","Ia"
"SN2013bc","2013/03/31","IC 4209","0.022","99","Ia"
"SN2013dm","2013/05/02","ESO 445-G56","0.022","99","Ia"
"SN2013em","2013/07/27","PGC 214897","0.022","99","Ia"
"ASASSN-15uq","2015/12/29","Unknown","0.022","99","Ia"
"SN2020mo","2020/01/06","","0.022","99","Ia"
"SN2012ag","2012/02/16","MCG -05-32-65","0.022","99","Ia"
"SN2006dm","2006/07/03","MCG -01-60-21","0.022019","99.0833","Ia"
"SN2019bp","2019/01/02","","0.022039","99.1748","Ia"
"SN1999dg","1999/07/23","UGC 9758","0.022059","99.2662","Ia"
"SN2020bjk","2020/01/29","ESO 441-G5","0.022062","99.28","Ia"
"SN2018ame","2018/02/28","","0.022065","99.2937","Ia-91bg"
"SN2019has","2019/06/07","PGC 133907","0.02208","99.362","Ia"
"SN2009al","2009/02/26","NGC 3425","0.0221,0.0233,0.0237,0.0234","99.45","Ia"
"SN2008s1","2008/05/16","UGC 8472","0.0221,0.0219,0.0224","99.45","Ia"
"SDSS-II SN 10506","2005/10/26","","0.0221","99.45","Ia"
"SN2019zjh","2019/12/29","","0.0221","99.45","Ia"
"SN2003D","2003/01/06","MCG -01-25-09","0.022109","99.4949","Ia"
"SN1999fz","1999/11/18","UGC 8164","0.02214","99.637","Ia"
"SN2014dn","2014/09/24","IC 2060","0.022189","99.8609","Ia Pec"
"SN2009as","2009/03/08","ESO 447-G37","0.0222","99.91","Ia"
"SN2009gb","2009/06/09","ESO 447-G37","0.0222","99.91","Ia"
"SN2014M","2014/01/18","PGC 2768068","0.0222","99.91","Ia"
"ASASSN-15ug","2015/12/18","Unknown","0.0222","99.91","Ia"
"ASASSN-14dz","2014/07/13","MRK 842","0.022202","99.9204","Ia"
"SN2006em","2006/08/25","NGC 911","0.019233","100","Ia Pec"
"SN2006bq","2006/04/23","NGC 6685","0.021905","100","Ia"
"SN2004av","2004/03/17","ESO 571-G15","0.024,0.024","100","Ia"
"SN2005di","2005/08/12","MCG -04-52-46","0.0253,0.025","100","Ia"
"SN1981G","1981/06/02","NGC 4874","0.024","100","Ia"
"SN2020rvf","2020/08/22","CGCG 465-012","0.022222","100.012","Ic"
"SN2014ae","2014/03/03","MCG +12-11-15","0.022225","100.026","Ia"
"SN2002ci","2002/04/19","UGC 10301","0.02223","100.05","Ia"
"ASASSN-15tj","2015/12/03","SDSS J075527.63+520911.1","0.022265","100.209","Ia"
"SN2013dp","2013/06/10","UGC 10313","0.022322","100.469","Ia"
"SN1999gp","1999/12/23","UGC 1993","0.02675","101","Ia"
"SN2008bf","2008/03/18","NGC 4055","0.024027","101","Ia"
"SN2005bg","2005/03/28","MCG +03-31-93","0.024159,0.023086","101","Ia"
"SN2018jrn","2018/12/11","PGC 43693","0.022456","101.083","Ia"
"SN2018iqy","2018/11/19","PGC 37512","0.022496","101.266","Ia"
"SN2017gvp","2017/09/23","UGC 12739","0.022529","101.417","Ia"
"SN2016cza","2016/07/07","FAIRALL 0673","0.022529","101.417","Ia"
"ASASSN-16ha","2016/07/07","FAIRALL 0673","0.022529","101.417","Ia"
"SN2020dko","2020/02/25","NGC 5258","0.022539","101.462","Ia"
"SN2010gb","2010/07/11","UGC 9947","0.022542","101.476","Ia"
"SN2019ahh","2019/01/30","2MASX J14021471+0946557","0.022549","101.508","Ia-91bg"
"SN2021sni","2021/07/08","WISEA J195039.45-305518.6","0.022572","101.613","Ia"
"ASASSN-14fa","2014/08/05","ESO 416-G39","0.022589","101.691","Ia"
"PS16cqg","2016/05/16","","0.0226","101.7","Ia"
"SN2011jr","2011/12/25","UGC 3676","0.0226","101.7","Ia"
"SN2008ia","2008/12/07","ESO 125-G6","0.022597","101.728","Ia"
"SN2018hfr","2018/10/10","2MASX J09305509-0434173","0.022599","101.737","Ia-91T"
"SN2018kfs","2018/12/09","CGCG 106-033","0.022602","101.751","Ia"
"SN2021wwg","2021/08/25","","0.022609","101.783","Ia"
"SN2021oat","2021/05/30","NGC 4895A","0.022619","101.829","Ia-91T"
"ASASSN-15nn","2015/07/24","UGC 1332","0.022619","101.829","Ia"
"SN2019pjv","2019/09/03","MCG +05-41-01","0.022653","101.984","Ia-91T"
"SN2010hk","2010/09/02","UGC 2802","0.0321","102","Ia"
"SN2021wkw","2021/08/20","CGCG 027-005","0.022692","102.163","Ia"
"ASASSN-15sb","2015/10/10","2MFGC 04848","0.022712","102.254","Ia"
"ASASSN-14eu","2014/08/01","MCG -01-38-15","0.022722","102.3","Ia Pec"
"SN2020sgg","2020/08/30","NGC 1716","0.022742","102.392","Ia"
"SN2010ao","2010/03/18","UGC 8686","0.0228","102.7","Ia"
"SN2019zhs","2019/12/30","IC 4552","0.022816","102.731","Ia-91T"
"SN2020kpx","2020/05/21","CGCG 050-050","0.022829","102.79","Ia"
"ASASSN-14ep","2014/07/27","CGCG 338-006","0.022829","102.79","Ia"
"SN2019abh","2019/01/25","CGCG 211-016","0.022846","102.868","Ia"
"ASASSN-15tz","2015/12/12","UGC 2164","0.022862","102.941","Ia"
"SN2017cfb","2017/03/16","CGCG 073-094","0.022872","102.987","Ia"
"SN2005na","2005/12/31","UGC 3634","0.026815,0.026322","103","Ia"
"SN2008ds","2008/06/28","UGC 299","0.02103","103","Ia Pec"
"SN2001P","2001/01/31","NGC 3947","0.02067","103","Ia"
"SN2003ia","2003/09/15","NGC 6109","0.03","103","Ia"
"SN2010an","2010/03/11","NGC 6109","0.0295","103","Ia"
"SN2008ez","2008/08/18","NGC 5222","0.02288","103.02","Ia"
"SN2016hgw","2016/10/27","CGCG 415-040","0.022886","103.051","Ia"
"SN2017fbp","2017/07/01","UGC 2645","0.022891","103.074","Ia"
"SN2019ahs","2019/01/26","","0.022919","103.202","Ia"
"SN2020cdm","2020/02/09","MCG -01-32-25","0.022919","103.202","Ia"
"ASASSN-14ar","2014/04/24","IC 527","0.02298","103.48","Ia-91bg"
"ASASSN-15jt","2015/05/22","2MASX J13080914+2749354","0.022999","103.569","Ia"
"SN2021ncq","2021/05/23","ESO 295-G38","0.023006","103.601","Ia"
"SN2019be","2019/01/02","NGC 4898A","0.023026","103.692","Ia-91bg"
"SN2008dx","2008/06/24","NGC 4898A","0.02303","103.71","Ia"
"SN2017eau","2017/04/30","IC 3203","0.023049","103.798","Ia"
"SN2014ek","2014/10/18","UGC 12850","0.023","104","Ia"
"PS15cku","2015/10/16","2MASX J01242239+0335168","0.023","104","Ia"
"SN2016isl","2016/12/06","CGCG 466-003","0.023","104","Ia-91T"
"SN2015M","2015/05/13","A130032+2758","0.023","104","Ia-91T"
"SN2014ap","2014/03/20","MCG +04-27-50","0.023","104","Ia"
"SN2018azu","2018/04/12","","0.023","104","Ia"
"SN2019axf","2019/02/13","Unknown","0.023","104","Ia"
"SN2016sl","2016/01/18","CGCG 065-023","0.023","104","Ia"
"SN2020slh","2020/09/01","","0.023","104","Ia"
"SN2006ar","2006/03/05","MCG +11-13-36","0.022538","104","Ia"
"SN2018jjd","2018/12/03","","0.023","104","Ia"
"SN2003ag","2003/02/07","UGC 6440","0.023,0.023","104","Ia"
"PS1-14gj","2014/01/17","","0.023","104","Ia"
"SN2010ex","2010/07/01","CGCG 475-019","0.023","104","Ia"
"SN2001F","2001/01/06","IC 867","0.023","104","Ia"
"SN2016dho","2015/12/06","CGCG 496-051","0.023","104","Ia"
"SN2017ghm","2017/08/10","","0.023","104","Ia"
"SN2019aik","2019/01/30","NGC 3304","0.023","104","Ia"
"SN1997C","1997/01/13","NGC 3160","0.023","104","Ia"
"SN2000O","2000/03/05","MCG +03-31-61","0.023,0.023","104","Ia"
"SN2006ap","2006/03/02","NGC 6378","0.022,0.023","104","Ia"
"SN2008r3","2008/07/12","Coma Cluster","0.0231","104","Ia"
"SN2009iv","2009/08/21","A025814+0558","0.023,0.023","104","Ia"
"PS1-12bwh","2012/10/22","CGCG 205-021","0.023","104","Ia Pec"
"MASTER OT J041227.87+342902.0","2015/10/06","PGC 97035","0.023","104","Ia"
"SN2015A","2015/01/09","NGC 2955","0.023","104","Ia"
"SN2019wli","2019/12/11","","0.023","104","Ia-91T"
"SN1988G","1988/02/25","A133042+3154","0.023","104","Ia"
"SN2020tfg","2020/09/12","","0.023","104","Ia"
"SN2018jaz","2018/11/20","","0.023118","104.114","Ia"
"SN2004bk","2004/04/22","NGC 5246","0.023124","104.141","Ia"
"SN2020dkm","2020/02/25","NGC 5246","0.023124","104.141","Ia"
"SN2019fzm","2019/05/27","CGCG 020-034","0.023129","104.164","Ia"
"SN2004at","2004/03/12","MCG +10-16-37","0.023131","104.173","Ia"
"ASASSN-15ba","2015/01/15","SDSS J140455.12+085514.0","0.023132","104.178","Ia"
"SN2016cym","2016/06/21","ESO 446-G23","0.023136","104.196","Ia"
"SN2005G","2005/01/14","UGC 8690","0.02314","104.21","Ia"
"SN2016adn","2016/02/02","2MASX J03103162+0416184","0.023166","104.334","Ia"
"SN2021kvm","2021/04/30","LEDA 1058339","0.023169","104.347","Ia"
"SN2014ai","2014/03/21","NGC 2832","0.023176","104.379","Ia"
"SN1962A","1962/01/06","MCG +05-31-132","0.0232,0.0239,0.0291","104.5","Ia"
"SN2002I","2002/01/19","IC 4229","0.0232,0.023","104.5","Ia"
"PTF12alp","2012/02/04","UGC 8204","0.0232","104.5","Ia"
"ASASSN-15nr","2015/08/06","CGCG 082-031","0.023206","104.517","Ia"
"SN2017fax","2017/06/25","NGC 7473","0.023209","104.531","Ia-91bg"
"SN2019mkv","2018/08/21","2MASX J06243821-2343546","0.023266,0.051135","104.792","Ia"
"SN2016jdl","2016/12/29","SDSS J122739.96+403651.3","0.02328","104.86","Ia"
"SN2006mp","2006/11/03","MCG +08-31-29","0.0233,0.0243,0.0245,0.0257","104.9","Ia"
"SN2021vrk","2021/08/10","CGCG 394-006","0.023296","104.929","Ia"
"SN2000cu","2000/07/12","ESO 525-G004","0.023299","104.943","Ia"
"SN2018aaz","2018/03/06","NGC 3158","0.023313","105.007","Ia-91bg"
"SN2019dml","2019/04/09","UGC 11534","0.023313","105.007","Ia"
"ASASSN-15il","2015/05/11","2MASX J15570808-1240252","0.023316","105.021","Ia"
"SN2002cu","2002/05/11","NGC 6575","0.023323","105.053","Ia"
"SN2011ff","2011/08/22","UGC 12179","0.023343","105.145","Ia"
"SN2020aakp","2020/11/18","PGC 19480","0.023349","105.172","Ia"
"SN2021bbz","2021/01/23","ARK 321","0.023373","105.282","Ia"
"ASASSN-15hh","2015/04/20","NGC 2115A","0.023389","105.355","Ia"
"SN2021clw","2021/02/10","NGC 2115","0.023389","105.355","Ia"
"SN2016bmh","2016/04/14","GALEXASC J133213.24+844042.7","0.0234","105.4","Ia"
"SN2019cww","2019/04/07","2MASX J12262300+7133509","0.0234","105.4","Ia"
"SN2021qqo","2021/06/20","NGC 4360","0.0234","105.4","Ia"
"SN2003X","2003/01/28","UGC 11151","0.02341","105.45","Ia"
"SN2020mtk","2020/06/16","","0.023413","105.465","Ia"
"SN2018yh","2018/02/24","2MASX J14090127-3033321","0.023436","105.571","Ia"
"SN2019umr","2019/11/08","ESO 533-G6","0.02345","105.63","Ia"
"SN2020dqw","2020/02/28","","0.023476","105.754","Ia"
"SN2021qqn","2021/06/21","NGC 6560","0.023486","105.8","Ia"
"SN2016bln","2016/04/04","NGC 5221","0.0235","105.9","Ia-91T"
"SN2014dd","2014/08/29","UGC 2504","0.0235","105.9","Ia"
"SN2014bs","2014/05/30","NGC 5270","0.02352","105.96","Ia"
"SN2002jy","2002/12/17","NGC 477","0.0196,0.0196,0.0216","106","Ia"
"SN2021nis","2021/05/20","UGC 8452","0.02355","106.09","Ia"
"SN2018iq","2018/01/19","NGC 2746","0.023566","106.167","Ia"
"SN2021awr","2021/01/17","MCG -03-30-18","0.02357","106.18","Ia-91bg"
"ASASSN-13cp","2013/08/30","CGCG 136-015","0.023576","106.212","Ia"
"SN2017eaz","2017/05/14","IC 939","0.023583","106.244","Ia"
"SN2006eu","2006/09/03","MCG +08-36-16","0.02359","106.28","Ia"
"SN2009eq","2009/05/11","NGC 6686","0.0236","106.3","Ia"
