"Name","Disc. Date","Host Name","z","dL (Mpc)","Type"
"SN2007ui","2007/11/13","A023457-0804","0.413,0.4123,0.413","2320.3","Ia"
"SDSS-II SN 8651","2005/10/30","SDSS J15459.72-003122.4","0.412585","2322.21","Ia"
"SDSS-II SN 4578","2005/09/26","SDSS J23423.20+001840.8","0.413618","2329.08","Ia"
"PSc130684","2011/01/29","","0.41363","2329.16","Ia"
"SDSS-II SN 6714","2005/10/20","SDSS J34926.46+003754.7","0.4137","2329.6","Ia"
"SDSS-II SN 14357","2006/09/19","","0.414,0.471,0.395","2332","Ia"
"SDSS-II SN 20272","2007/10/20","","0.414,0.397,0.615","2332","Ia"
"SDSS-II SN 15745","2006/10/17","SDSS J24849.89-000626.6","0.414,0.395","2332","Ia"
"SDSS-II SN 4078","2005/09/15","","0.414","2332","Ia"
"DES14S2pon","2014/11/25","","0.414","2332","Ia?"
"SN2006sn","2006/11/16","A020618-0451","0.4141,0.4149","2332.3","Ia"
"PSc200132","2011/09/19","","0.41415","2332.62","Ia"
"SDSS-II SN 6914","2005/10/23","SDSS J10857.47-004648.9","0.414257","2333.33","Ia"
"PSc350613","2012/01/19","","0.41472","2336.41","Ia"
"SNLS-04D2fp","2004/04/13","[AGR2006] J095928.16+021915.5","0.415,0.415","2338","Ia"
"SDSS-II SN 3669","2005/09/10","SDSS J31901.75-005022.7","0.415,0.353","2338","Ia"
"SDSS-II SN 15592","2006/10/12","SDSS J12152.12-011041.8","0.415635","2342.5","Ia"
"PSc040163","2010/05/06","","0.41581","2343.67","Ia"
"SN2003lj","2003/12/15","A011210+0019","0.4159,0.4171","2344.3","Ia"
"SN1997am","1997/03/05","A105731-0313","0.416,0.416,0.416","2345","Ia"
"SDSS-II SN 18802","2007/09/22","","0.416,0.353","2345","Ia"
"PSc131084","2011/02/21","","0.41622","2346.4","Ia"
"PSc090191","2010/10/08","","0.41664","2349.19","Ia"
"PSc100142","2010/11/02","","0.41664","2349.19","Ia"
"SDSS-II SN 19165","2007/10/03","SDSS J14129.83+003247.5","0.416755","2349.96","Ia"
"SNLS-05D2dw","2005/03/17","[NSB2006] J095832.05+020156.3","0.417,0.417","2352","Ia"
"SDSS-II SN 14591","2006/09/27","SDSS J32052.27-004949.5","0.417,0.356","2352","Ib/c"
"SDSS-II SN 3206","2005/09/09","SDSS J05418.56+002505.1","0.417071","2352.07","Ia"
"SDSS-II SN 14382","2006/09/15","SDSS J35635.66+001214.8","0.417805","2356.96","Ia"
"PSc380075","2012/04/02","","0.41809","2358.86","Ia"
"PSc080438","2010/09/08","","0.41836","2360.66","Ia"
"PSc140092","2011/03/09","","0.41841","2360.99","Ia"
"SNLS-05D3cf","2005/03/07","DEEP2 11044756","0.418732","2363.14","Ia"
"PSc510167","2011/05/27","","0.41881","2363.66","Ia"
"PSc530641","2013/07/13","","0.41897","2364.73","Ia"
"ESSENCEg133","2004/09/18","","0.42,0.4191,0.42","2365.6","Ia"
"SN2006mc","2006/10/13","A023202-0907","0.4192,0.4204","2366.3","Ia"
"PSc480195","2013/01/27","","0.41923","2366.46","Ia"
"SDSS-II SN 20447","2007/10/19","SDSS J35718.42+003414.8","0.419368","2367.39","Ia"
"SDSS-II SN 14708","2006/09/28","SDSS J10115.50-002753.7","0.419382","2367.48","Ia"
"SDSS-II SN 3811","2005/09/14","SDSS J05449.09+002546.5","0.419444","2367.89","Ia"
"Gaia14aaa","2014/08/30","","0.42","2370","Ia"
"PSc110430","2010/12/16","","0.42,0.42","2370","Ia"
"SN2007oh","2007/10/10","SDSS J05236.92-002714.8","0.42","2370","Ia"
"SN1994al","1994/01/08","A030622+1718","0.42,0.42","2370","Ia"
"SN1997bh","1997/03/08","A134435-0019","0.42,0.4,0.4","2370","Ia"
"SN2000ea","2000/10/25","A020954-0528","0.42,0.42,0.42","2370","Ia"
"SN2000fc","2000/11/17","A005833-2746","0.42,0.42","2370","Ia"
"SN2010ft","2010/06/15","A160115+5417","0.42,0.42","2370","Ia"
"DES15C3axd","2015/08/30","","0.42","2370","Ia?"
"SNLS-05D3lq","2005/06/07","","0.42","2370","Ia"
"PS1-10ls","2010","","0.42","2370","Ia?"
"SDSS-II SN 11732","","","0.42","2370","Ia"
"SDSS-II SN 16038","","SDSS J34217.07-001415.9","0.419782","2370.15","Ia"
"PSc510203","2013/04/30","","0.41984","2370.54","Ia"
"PSc010024","2010/01/16","","0.41987","2370.74","Ia"
"PSc120713","2011/01/25","","0.4199","2370.9","Ia"
"SDSS-II SN 3527","","SDSS J22942.36-000938.5","0.419931","2371.14","Ia"
"PSc440162","2012/10/04","","0.41999","2371.54","Ia"
"SDSS-II SN 15108","2006/09/11","SDSS J13744.38-003229.8","0.420066","2372.04","Ia"
"PSc030005","2010/03/17","","0.42016","2372.67","Ia"
"SN2004hf","2004/11/16","A023200-0842","0.421,0.4202,0.421","2372.9","Ia"
"PSc530585","2012/08/18","","0.42022","2373.07","Ia"
"PSc500099","2013/03/20","","0.42039","2374.21","Ia"
"SDSS-II SN 14327","2006/09/19","SDSS J00922.97-001124.5","0.420803","2376.97","Ia"
"SDSS-II SN 21577","2007/11/02","SDSS J15613.27-003154.5","0.420973","2378.1","Ia"
"PSc520054","2013/05/08","","0.42098","2378.15","Ia"
"SN2004hs","2004/12/13","A020933-0413","0.422,0.4211,0.416","2379","Ia"
"SDSS-II SN 21557","","SDSS J32947.76-003609.5","0.421165","2379.38","Ia"
"PSc040169","2010/05/10","","0.42124","2379.89","Ia"
"DES15C1nhv","2015/12/08","","0.4215","2381.6","Ia"
"SN2007ta","2007/10/04","SDSS J11315.78-000130.0","0.421841","2383.9","Ia"
"SN2002ab","2002/01/09","A074855+1006","0.422,0.423","2385","Ia"
"SDSS-II SN 20685","2007/10/20","SDSS J05710.58+011426.0","0.42204","2385.23","Ia"
"PSc490488","2013/03/03","","0.42218","2386.17","Ia"
"PSc380438","2012/04/19","","0.42252","2388.44","Ia"
"PSc500074","2013/04/02","","0.4229","2391","Ia"
"ESSENCEn400","2005/11/26","","0.424,0.4229,0.424","2391","Ia"
"PSc490037","2013/03/03","","0.42303","2391.85","Ia"
"SDSS-II SN 2651","2005/09/03","","0.423,0.359","2392","Ia"
"SN2006kk","2006/09/28","SDSS J02739.74+003857.5","0.423","2392","Ia"
"PSc370321","2012/03/14","","0.42312","2392.45","Ia"
"SN2003jl","2003/10/22","A022828-0808","0.424,0.4232,0.436","2393","Ia"
"PSc390229","2012/05/01","","0.42339","2394.26","Ia"
"PSc070048","2010/05/22","","0.42341","2394.39","Ia"
"SDSS-II SN 8700","2005/10/26","SDSS J22026.28+001337.8","0.423438","2394.58","Ia"
"PS1-11zw","2011/05/27","","0.42351","2395.06","Ia"
"PSc180329","2011/07/12","","0.42378","2396.87","Ia"
"SNLS-04D4gg","2004/08/15","[HSP2005] J221609.26-171739.98","0.4238","2397","Ia"
"PSc350181","2012/01/13","","0.42384","2397.27","Ia"
"PSc180426","2011/07/19","","0.42387","2397.47","Ia"
"SN1994G","1994/02/13","A101926+5052","0.425,0.425","2405","Ia"
"SN1996E","1996/02/14","A101020-1233","0.425,0.43,0.43","2405","Ia"
"DES15X3dyu","2015/09/12","","0.425","2405","Ia"
"SN2002jr","2002/11/09","A020441-0509","0.426,0.4251,0.425","2405.7","Ia"
"PSc480180","2013/01/31","","0.4253","2407","Ia"
"PSc330103","2011/11/13","","0.42597","2411.53","Ia"
"SDSS-II SN 7712","2005/10/26","","0.426","2412","Ia"
"PSc530618","2013/07/13","","0.42604","2412","Ia"
"DES16E2cqq","2016/10/20","","0.426","2412","Ia"
"SN2003kr","2003/11/21","A023120-0836","0.427,0.4262,0.427","2413.1","Ia"
"SN2002iz","2002/11/05","A023120-0836","0.4262,0.4274","2413.1","Ia"
"PSc420138","2012/07/28","","0.42659","2415.69","Ia"
"PSc360154","2012/02/03","","0.42671","2416.49","Ia"
"SN2010fe","2010/06/01","A160852+5500","0.42682,0.43,0.43","2417.23","Ia"
"SNLS-05D2cb","2005/02/12","SDSS J095924.60+021941.0","0.427,0.427","2418","Ia"
"SDSS-II SN 14951","2006/09/22","SDSS J33202.05+002450.9","0.427,0.525,0.431","2418","Ia"
"PSc360701","2012/02/22","","0.42694","2418.04","Ia"
"SN2006mg","2006/10/15","A023137-0806","0.428,0.4272","2419.8","Ia"
"PSc150285","2011/03/30","","0.42721","2419.85","Ia"
"SDSS-II SN 4035","2005/09/22","SDSS J12552.14+010252.3","0.4276","2422.5","Ia"
"SDSS-II SN 21046","2007/10/30","SDSS J13405.74+010643.4","0.42774","2423.4","Ib/c"
"PSc440242","2012/10/04","","0.42777","2423.6","Ia"
"PSc120111","2010/12/30","","0.42779","2423.74","Ia"
"SDSS-II SN 19013","2007/10/06","","0.428,0.361","2425","Ia"
"PSc470233","2013/01/03","","0.42825","2426.82","Ia"
"SDSS-II SN 7841","","SDSS J04114.84-000304.6","0.428635","2429.41","Ia"
"SDSS-II SN 21001","2007/11/04","SDSS J13353.74+001000.1","0.428703","2429.86","Ia"
"PSc480732","2013/02/02","","0.42879","2430.45","Ia"
"SDSS-II SN 18722","2007/09/15","","0.429,0.364","2432","Ia"
"SDSS-II SN 8226","2005/10/20","","0.429,0.507,0.417","2432","Ia"
"DES16C3elb","2016/11/25","","0.429","2432","Ia"
"PSc090097","2010/09/27","","0.42908","2432.39","Ia"
"PSc530696","2013/07/18","","0.42912","2432.66","Ia"
"SDSS-II SN 15803","2006/10/12","SDSS J11305.00-004018.4","0.429323","2434.02","Ib/c"
"PSc480003","2013/01/31","","0.4294","2434.5","Ia"
"PSc100101","2010/11/02","","0.42941","2434.61","Ia"
"SDSS-II SN 18146","2007/09/05","SDSS J20943.23+000000.7","0.429563","2435.64","Ia"
"PSc360735","2012/02/16","","0.42969","2436.49","Ia"
"PSc420350","2012/08/05","","0.42998","2438.44","Ia"
"SDSS-II SN 19559","","SDSS J23200.27+001340.9","0.429997","2438.55","Ia"
"PS1-10caz","2010/12/15","","0.43","2440","Ia"
"SN1997Q","1997/01/06","A105651-0358","0.43,0.43,0.44","2440","Ia"
"SN1996cn","1996/03/18","A134827+0227","0.43,0.44,0.43","2440","Ia"
"SN1996bh","1996/10/09","A011131-0057","0.43","2440","Ia"
"SN1996U","1996/03/15","A115033+1026","0.43,0.43,0.43","2440","Ia"
"SN1998ah","1998/03/26","A092815-0521","0.43,0.43","2440","Ia"
"SN1998ba","1998/03/22","A134336+0219","0.43,0.43,0.43","2440","Ia"
"DES15S2eak","2015/09/10","","0.43","2440","Ia"
"DES16X1ox","2016/08/24","","0.43","2440","Ia"
"DES17E2gjj","2017/12/05","","0.43","2440","Ia"
"PSc580268","2013/11/26","","0.43024","2440.18","Ia"
"PSc520086","2013/05/31","","0.43087","2444.42","Ia"
"PSc080723","2010/09/29","","0.431","2445","Ia"
"PSc150607","2011/04/13","","0.43096","2445.02","Ia"
"PSc090128","2010/10/07","","0.43109","2445.89","Ia"
"SDSS-II SN 3341","2005/09/13","SDSS J23826.53+004715.3","0.431112","2446.04","Ia"
"SDSS-II SN 13901","2006/09/17","SDSS J12741.02-000840.4","0.431273","2447.12","Ia"
"PSc310308","2011/09/05","","0.43169","2449.93","Ia"
"PSc150009","2011/03/26","","0.4317","2450","Ia"
"PSc000200","2010/01/08","","0.43179","2450.6","Ia"
"SDSS-II SN 14900","2006/09/27","SDSS J30056.71-003808.2","0.432,0.513,0.423","2452","Ia"
"SN1999ck","1999/04/16","A140856-0005","0.432,0.43,0.432","2452","Ia"
"PSc310219","2011/09/09","","0.43221","2453.42","Ia"
"SDSS-II SN 21391","2007/11/04","SDSS J04318.78+000442.7","0.432962","2458.48","Ia"
"SDSS-II SN 13843","2006/09/17","","0.433","2459","Ia"
"SDSS-II SN 14342","","SDSS J22702.98-000728.1","0.433187","2460","Ia"
"SN2003jt","2003/10/24","A023154-0835","0.434,0.4332,0.436","2460.1","Ia"
"PSc530001","2013/06/19","","0.43348","2461.97","Ia"
"SDSS-II SN 10448","","","0.43386","2464.53","Ia"
"SN2006mh","2006/10/17","SDSS J11513.33+002357.8","0.4339,0.4359","2464.8","Ia?"
"SDSS-II SN 5439","2005/09/22","SDSS J04211.56+001508.8","0.434","2465","Ia"
"SN2006kp","2006/10/01","SDSS J21111.60+004148.1","0.434","2465","Ia?"
"SN2020zfr","2020/11/11","","0.434","2465","Ia"
"SDSS-II SN 13933","2006/09/17","SDSS J22903.78-003348.8","0.434257","2467.2","Ia"
"PSc140229","2011/03/12","","0.4347","2470.2","Ia"
"PSc500274","2013/04/03","","0.43483","2471.06","Ia"
"SDSS-II SN 14624","2006/09/19","SDSS J13345.82+002044.1","0.434864","2471.29","Ia"
"SDSS-II SN 4048","2005/09/24","SDSS J02339.57+004658.3","0.434924","2471.69","Ia"
"SDSS-II SN 4714","2005/09/22","SDSS J22836.63-001219.1","0.435","2472","Ia"
"DES17C1ayc","2017/09/22","","0.435","2472","Ia"
"ESSENCEp527","2005/12/27","","0.4351,0.435,0.4341","2472.9","Ia?"
"SDSS-II SN 18188","2007/09/14","SDSS J23029.13-001821.0","0.435327","2474.41","Ia"
"PSc190001","2011/07/28","","0.4355","2475.6","Ia"
"PSc140107","2011/03/11","","0.43555","2475.91","Ia"
"SDSS-II SN 20557","2007/10/19","SDSS J05902.79-001834.3","0.435745","2477.22","Ia"
"PSc440236","2012/09/26","","0.4358","2477.6","Ia"
"PSc190142","2011/07/28","","0.43599","2478.88","Ia"
"PS1-10j","2010/01/16","","0.436","2479","Ia"
"SNLS-04D1rh","2004/12/13","[NSB2006] J022747.16-041513.6","0.436,0.436","2479","Ia"
"SDSS-II SN 8307","2005/10/23","SDSS J22625.21+004726.8","0.43608","2479.48","Ia"
"SDSS-II SN 8793","","SDSS J04745.06-003352.4","0.43623","2480.49","Ia"
"PSc070200","2010/07/30","","0.43624","2480.56","Ia"
"SDSS-II SN 4757","2005/09/15","SDSS J21635.22-010056.4","0.436471","2482.12","Ia"
"SNLS-06D4co","2006/07/29","","0.437,0.437","2486","Ia"
"SN2005jv","2005/10/28","A024050+0059","0.437","2486","Ia"
"SDSS-II SN 9677","2005/10/01","","0.437","2486","Ia"
"SDSS-II SN 19069","2007/10/06","","0.437","2486","Ia"
"SDSS-II SN 14034","2006/09/18","","0.437","2486","Ia"
"SDSS-II SN 18054","","SDSS J21623.96+005134.4","0.437059","2486.09","Ia"
"PSc480348","2013/02/08","","0.4371","2486.4","Ia"
"PSc510266","2013/05/04","","0.43712","2486.5","Ia"
"PSc360060","2009/04/20","","0.43736","2488.12","Ia"
"PSc440229","2012/10/06","","0.43776","2490.81","Ia"
"SDSS-II SN 14894","2006/09/27","SDSS J22107.78-004528.7","0.437768","2490.87","Ia"
"SDSS-II SN 8600","2005/10/26","SDSS J25705.01-000531.6","0.437935","2491.99","Ia"
"SDSS-II SN 12213","2005/11/07","","0.438,0.454,0.469","2492","Ia"
"SDSS-II SN 14522","2006/09/27","SDSS J15406.90-004333.2","0.438058","2492.82","Ia"
"PSc000156","2009/12/15","","0.43864","2496.75","Ia"
"PSc360465","2012/02/03","","0.43871","2497.23","Ia"
"SN2006ma","2006/10/13","A011511-0028","0.4389,0.4371","2498.5","Ia"
"SN1999dt","1999/09/04","A004542+0003","0.439,0.44,0.439","2499","Ia"
"DES14S1lfk","2014/11/11","","0.439","2499","Ia"
"DES15E2mhy","2015/11/02","","0.439","2499","Ia"
"DES15S2lot","2015/10/15","","0.439","2499","Ia"
"SDSS-II SN 19552","2007/09/16","SDSS J01849.98+002027.6","0.438975","2499.02","Ia"
"SN2010fs","2010/06/15","A141403+5321","0.43913,0.441,0.441,0.443","2500.06","Ia"
"SN2006tu","2006/12/19","A022956-0759","0.4392,0.4394","2500.5","Ia"
"SDSS-II SN 8128","2005/10/21","SDSS J03238.21-004923.0","0.439722","2504.06","Ia"
"PSc110429","2010/11/30","","0.43985","2504.93","Ia"
"PSc440201","2012/10/05","","0.44006","2506.35","Ia"
"SN1997ce","1997/04/29","A170748+4401","0.44,0.44,0.44","2510","Ia"
"SN1998aw","1998/03/22","A105615-0415","0.44,0.44","2510","Ia"
"DES14X2dl","2014/08/17","","0.44","2510","Ia"
"DES17E2bmb","2017/10/09","","0.44","2510","Ia"
"SNLS-05D3ba","2005/01/17","","0.44","2510","Ia?"
"SDSS-II SN 15987","2006/10/12","SDSS J01602.24+000641.9","0.44093","2512.23","Ia"
"SDSS-II SN 4129","2005/09/25","","0.441,0.574","2513","Ia"
"SDSS-II SN 20268","2007/10/31","SDSS J04346.98-000432.6","0.441176","2513.89","Ia"
"SDSS-II SN 4547","","SDSS J13620.29+001850.1","0.441182","2513.93","Ia"
"SN2003lk","2003/12/15","A021112-0413","0.4413","2514.7","Ia"
"SDSS-II SN 7884","2005/10/12","SDSS J12704.20+000724.6","0.441372","2515.21","Ia"
"SNLS-06D3df","2006/04/30","","0.442,0.442","2519","Ia"
"SNLS-06D2gb","2006/05/28","","0.442,0.442","2519","Ia"
"SDSS-II SN 19494","2007/10/08","","0.442,0.631","2519","Ia"
"DES15E1kvp","2015/10/01","","0.442","2519","Ia"
"PSc320123","2011/10/02","","0.44196","2519.19","Ia"
"PSc180475","2011/07/25","","0.44213","2520.34","Ia"
"PSc120762","2011/01/15","","0.44213","2520.34","Ia"
"SDSS-II SN 10066","2005/11/03","SDSS J13600.82-000314.7","0.442393","2522.12","Ia"
"PSc040316","2010/05/10","","0.44257","2523.32","Ia"
"PSc480065","2010/03/09","","0.44294","2525.82","Ia"
"PS1-10iy","2010/05/10","","0.443,0.443","2526","Ia"
"DES14C1bdv","2014/09/11","","0.443","2526","Ia"
"SNLS-07D3dj","2007/04/12","","0.444","2533","Ia"
"SN2006sg","2006/11/14","A020813-0346","0.4441,0.4451","2533.7","Ia"
"SDSS-II SN 20823","","","0.444252","2534.71","Ia"
"PSc070985","2010/08/17","","0.44427","2534.83","Ia"
"PSc530153","2013/07/04","","0.4447","2537.7","Ia"
"SDSS-II SN 19557","","SDSS J11856.49+001634.7","0.444784","2538.31","Ia"
"PSc160202","2011/05/24","","0.44494","2539.37","Ia"
"SDSS-II SN 9239","2005/10/27","","0.445,0.375","2540","Ia"
"DES16X3eww","2016/12/17","","0.445","2540","Ia?"
"PSc050004","2010/05/16","","0.44573","2544.72","Ia"
"SDSS-II SN 16831","2006/11/14","SDSS J22454.52-002305.5","0.446155","2547.6","Ia"
"HST04Sas","2004/05/23","GOODS J123654.15+620821.8","0.44643","2549.47","Ia"
"SDSS-II SN 21648","2007/11/02","SDSS J20818.96+002525.5","0.44672","2551.44","Ia"
"PSc480042","2013/01/27","","0.44675","2551.64","Ia"
"PSc070054","2010/08/03","","0.44679","2551.91","Ia"
"PS1-10iw","2010/05/10","","0.447,0.447","2553","Ia"
"SDSS-II SN 19195","2007/09/22","","0.447,0.375","2553","Ib/c"
"SN1999dw","1999/09/07","A012252-0016","0.447,0.45,0.447","2553","Ia"
"SDSS-II SN 18179","2007/10/14","SDSS J20649.85-001645.1","0.446989","2553.26","Ia"
"PSc360014","2012/01/26","","0.44728","2555.24","Ia"
"PSc310555","2011/09/17","","0.44732","2555.51","Ia"
"PS1-10bkj","2010/10/31","","0.44779","2558.7","Ia"
"SDSS-II SN 5590","2005/09/13","SDSS J34641.43-005222.0","0.447846","2559.08","Ia"
"PSc520016","2013/05/02","","0.44797","2559.92","Ia"
"SDSS-II SN 3402","2005/09/12","","0.448,0.378","2560","Ia"
"PSc170520","2011/06/24","","0.44844","2563.11","Ia"
"SDSS-II SN 15549","2006/10/11","SDSS J13402.61+003800.9","0.448849","2565.89","Ia"
"SDSS-II SN 15628","","SDSS J24108.26-004728.7","0.448918","2566.36","Ia"
"SN2003fp","2003/05/06","A142053+5236","0.449,0.45,0.449","2567","Ia"
"SDSS-II SN 18182","2007/09/14","SDSS J20851.92-001915.9","0.449","2567","Ia"
"SDSS-II SN 10036","2005/11/03","","0.449","2567","Ia"
"PSc200170","2011/09/25","","0.44909","2567.52","Ia"
"SDSS-II SN 14644","2006/09/22","SDSS J13619.47-000410.5","0.449299","2568.94","Ia"
"PSc160051","2011/05/11","","0.44935","2569.29","Ia"
"PS1-11t","2011/01/05","","0.45,0.45","2570","Ia"
"SN2010fr","2010/06/15","A141157+5204","0.45,0.45,0.45","2570","Ia"
"SNLS-04D2gb","2004/04/20","SDSS J100222.66+015339.2","0.45,0.43,0.43","2570","Ia"
"SN1997ai","1997/03/05","A104857+0031","0.45,0.45,0.45","2570","Ia"
"SN1996cm","1996/03/18","A153011+0555","0.45,0.45,0.45","2570","Ia"
"DES14C3nj","2014/08/15","","0.45","2570","Ia"
"DES15C1eat","2015/09/10","","0.45","2570","Ia?"
"DES15X1oqk","2015/12/31","","0.45","2570","Ia"
"SNSDF0503-15","2005/03","","0.45","2570","Ia"
"SDSS-II SN 7502","2005/10/12","SDSS J13232.38-002207.7","0.449808","2572.4","Ia"
"PSc380392","2012/04/15","","0.4499","2573","Ia"
"PSc080343","2010/08/31","","0.45027","2575.54","Ia"
"PSc160206","2011/05/24","","0.45042","2576.56","Ia"
"SDSS-II SN 15633","2006/10/16","SDSS J33537.70-005021.1","0.451021","2580.65","Ia"
"SNLS-04D3gt","2004/05/22","[AGR2006] J142232.61+523849.3","0.451,0.451","2581","Ia"
"SDSS-II SN 18041","2007/09/14","","0.451,0.378","2581","Ia"
"DES16X1hu","2016/08/24","","0.451","2581","Ia"
"SNLS-07D3ap","2007/01/23","","0.451","2581","Ia"
"SDSS-II SN 21594","2007/11/02","SDSS J23856.02-001208.6","0.451125","2581.36","Ia"
"PTF10vqv","2010/09/16","","0.4518","2585.9","SLSN-I"
"PSc000080","2009/12/26","","0.4518","2585.9","Ia"
"SNLS-08D3hh","2008/05/12","","0.452","2587","Ia"
"PSc310095","2011/09/04","","0.4526","2591.4","Ia"
"SDSS-II SN 15505","2006/10/11","","0.453,0.381","2594","Ia"
"DES16C1aua","2016/09/11","","0.453","2594","Ia"
"DES16E1dcx","2016/11/01","","0.453","2594","Ia"
"DES16X1der","2016/11/08","","0.453","2594","Ia"
"DES17E1dgn","2017/11/06","","0.453","2594","Ia"
"SDSS-II SN 15669","","","0.453,0.381","2594","Ia"
"DES14E1gw","2014/08/07","","0.4533","2596.2","Ia"
"PSc150186","2011/03/31","","0.45375","2599.22","Ia"
"SDSS-II SN 14093","2006/09/17","SDSS J14609.44-010322.8","0.453804","2599.59","Ia"
"SN2007uo","2007/12/03","A011511-0002","0.4539,0.4548","2600.2","Ia"
"SDSS-II SN 21385","2007/10/19","","0.454,0.463","2601","Ia"
"SDSS-II SN 18312","2007/09/15","SDSS J23122.47+004424.7","0.454146","2601.92","Ia"
"SDSS-II SN 20844","2007/10/29","SDSS J05202.12-010717.1","0.454329","2603.17","Ia"
"PSc350637","2012/01/19","","0.45459","2604.94","Ia"
"SDSS-II SN 5178","2005/09/15","SDSS J32906.27+004249.3","0.455,0.381","2608","Ia"
"SN1999ff","1999/11/02","A023354+0032","0.455,0.455,0.46,0.46","2608","Ia"
"SDSS-II SN 13452","2006/09/15","SDSS J00740.97-002104.4","0.455383","2610.35","Ia"
"PSc500328","2013/04/05","","0.45543","2610.67","Ia"
"DES15E1mar","2015/10/29","","0.456","2615","Ia"
"DES16C2lz","2016/08/26","","0.456","2615","Ia"
"SNLS-07D4cy","2007/08/22","","0.456","2615","Ia?"
"PSc390124","2012/04/26","","0.4562","2615.9","Ia"
"PSc080146","2010/09/02","","0.45628","2616.47","Ia"
"SDSS-II SN 2064","2005/09/09","SDSS J13207.55-002046.3","0.456693","2619.28","Ia"
"SDSS-II SN 21413","2007/11/04","SDSS J33851.78+005023.9","0.456731","2619.54","Ia"
"ESSENCEp425","2005/11/24","","0.4568,0.4583","2620","Ia"
"SN2007uk","2007/12/01","A011055-0022","0.458,0.4569","2620.7","Ia"
"Yowie","2004/05/19","GOODS J123634.47+621213.4","0.45733","2623.63","Ia"
"SN1992bi","1992/04/21","A161012+3947","0.458,0.458","2628","Ia"
"SDSS-II SN 18130","2007/09/14","SDSS J33345.89+003543.3","0.458,0.383","2628","Ia"
"PSc071011","2010/08/14","","0.45819","2629.5","Ia"
"PSc080023","2010/08/30","","0.4582","2629.6","Ia"
"PSc180255","2011/07/01","","0.45836","2630.66","Ia"
"PSc150273","2011/04/12","","0.45842","2631.07","Ia"
"SDSS-II SN 13731","2006/09/18","SDSS J12709.65+005844.1","0.458686","2632.89","Ia"
"PSc520059","2013/05/31","","0.45874","2633.26","Ia"
"SN2010fu","2010/06/16","A122146+4639","0.459,0.46,0.459","2635","Ia"
"PSc380138","2012/04/12","","0.45901","2635.1","Ia"
"PSc150221","2011/04/13","","0.45949","2638.38","Ia"
"PS1-10n","2010/01/16","","0.46","2640","Ia"
"SN1996bc","1996/10/08","A031206+0038","0.46","2640","Ia"
"SN1997em","1997/12/28","A045650-0351","0.46","2640","Ia"
"SN1997ep","1997/12/28","A045748-0342","0.46","2640","Ia"
"SN1998ac","1998/02/27","A093120-0516","0.46,0.46,0.46","2640","Ia"
"SN1998az","1998/03/22","A105721-0325","0.46,0.46","2640","Ia"
"SN1999Q","1999/01/14","A080045+0531","0.46,0.46,0.46","2640","Ia"
"SN1999S","1999/01/14","A092808-0458","0.46,0.46","2640","Ia"
"DES15X1oox","2015/12/31","","0.46","2640","Ia"
"PS1-10ayl","2010","","0.46","2640","Ia?"
"PS1-10bxr","2010","","0.46","2640","Ia?"
"PS1-10wn","2010","","0.46","2640","Ia?"
"ESSENCEm158","2005/10/06","","0.461,0.4598,0.461","2640.5","Ia"
"PSc520058","2013/05/30","","0.46069","2646.59","Ia"
"SN2003fi","2003/05/31","A141839+5236","0.4607,0.4607","2646.7","Ia"
"PSc150234","2009/06/17","","0.46091","2648.09","Ia"
"SNLS-05D3lc","2005/06/05","","0.461,0.461","2649","Ia"
"SDSS-II SN 13593","","","0.461,0.386","2649","Ia"
"PSc150217","2011/04/11","","0.46108","2649.25","Ia"
"PSc380433","2012/04/15","","0.4619","2654.9","Ia"
"PSc530502","2013/07/14","","0.46208","2656.09","Ia"
"SN2007ub","2007/11/07","A020724-0351","0.4621,0.4642","2656.2","Ia"
"PSc200106","2011/09/15","","0.46251","2659.04","Ia"
"SN2003fj","2003/06/01","A141945+5232","0.4627,0.4627","2660.3","Ia"
"DES16X1drk","2016/11/16","","0.463","2662","Ia"
"DES17E1bqq","2017/10/09","","0.463","2662","Ia"
"PSc580122","2013/11/24","","0.46331","2664.52","Ia"
"PSc540228","2013/08/03","","0.46346","2665.54","Ia"
"SN2007nz","2007/10/08","SDSS J32511.52-000621.1","0.464","2669","Ia?"
"PSc350049","2012/01/02","","0.46416","2670.34","Ia"
"PSc180025","2011/06/26","","0.4644","2672","Ia"
"SDSS-II SN 15220","2006/10/03","SDSS J24907.94+001711.9","0.464547","2672.99","Ia"
"SDSS-II SN 13479","2006/09/16","","0.465,0.389","2676","Ia"
"SN2004ce","2004/05/14","A135445-1214","0.465,0.47,0.465","2676","Ia"
"PSc091437","2010/10/07","","0.46519","2677.4","Ia"
"SDSS-II SN 4737","2005/10/01","SDSS J15658.93-005618.2","0.465436","2679.08","Ia"
"SDSS-II SN 15293","2006/10/04","SDSS J05018.92-004716.0","0.466,0.389","2683","Ia"
"PSN MACSJ1115.2+5320","2013/04/07","","0.466","2683","Ia"
"DES17X2bmp","2017/10/09","","0.466","2683","Ia?"
"SDSS-II SN 15916","2006/10/23","SDSS J33258.57+001826.0","0.466231","2684.54","Ia"
"PSc140240","2011/03/13","","0.46661","2687.14","Ia"
"PSc040693","2010/05/16","","0.46709","2690.43","Ia"
"SDSS-II SN 4240","2005/09/03","SDSS J04102.42-005245.4","0.467156","2690.88","Ia"
